id,user,session_identifier,type,laboratory,reservation_start,use_start,utc_use_end,reservation_start_timestamp,use_start_timestamp,utc_use_end_timestamp,time_to_start,highest_position_in_queue,duration,timezone_minutes
935,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-06T07:09:59,2022-11-06T07:10:03,2022-11-06T07:10:39,1667714999.0,1667715003.0,1667715039.0,4.0,0,36.0,300
936,Equipo3_2,Confidential,realtime,fpga altera,2022-11-06T07:09:59,2022-11-06T07:10:02,2022-11-06T07:10:34,1667714999.0,1667715002.0,1667715034.0,3.0,0,32.0,300
937,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-06T07:18:07,2022-11-06T07:18:11,2022-11-06T07:19:03,1667715487.0,1667715491.0,1667715543.0,4.0,0,52.0,300
938,Equipo3_2,Confidential,realtime,fpga altera,2022-11-06T07:18:08,2022-11-06T07:18:10,2022-11-06T07:19:03,1667715488.0,1667715490.0,1667715543.0,2.0,0,53.0,300
939,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-06T07:24:15,2022-11-06T07:24:21,2022-11-06T07:25:06,1667715855.0,1667715861.0,1667715906.0,6.0,0,45.0,300
940,Equipo3_2,Confidential,realtime,fpga altera,2022-11-06T07:24:17,2022-11-06T07:24:20,2022-11-06T07:25:03,1667715857.0,1667715860.0,1667715903.0,3.0,0,43.0,300
941,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-06T07:25:29,2022-11-06T07:25:32,2022-11-06T07:26:17,1667715929.0,1667715932.0,1667715977.0,3.0,,45.0,300
942,Equipo3_2,Confidential,realtime,fpga altera,2022-11-06T07:25:30,2022-11-06T07:25:32,2022-11-06T07:26:15,1667715930.0,1667715932.0,1667715975.0,2.0,0,43.0,300
943,Equipo4_2,Confidential,ide,fpga altera,2022-11-06T16:42:16,2022-11-06T16:42:16,2022-11-06T18:00:33,1667749336.0,1667749336.0,1667754033.0,0.0,,4697.0,300
944,Equipo3_3,Confidential,ide,fpga altera,2022-11-06T17:28:59,2022-11-06T17:29:00,2022-11-06T22:29:30,1667752139.0,1667752140.0,1667770170.0,1.0,,18030.0,300
945,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T18:16:02,2022-11-06T18:16:06,2022-11-06T18:19:05,1667754962.0,1667754966.0,1667755145.0,4.0,0,179.0,300
946,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T18:16:03,2022-11-06T18:16:05,2022-11-06T18:18:59,1667754963.0,1667754965.0,1667755139.0,2.0,0,174.0,300
947,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T18:30:32,2022-11-06T18:30:36,2022-11-06T18:31:48,1667755832.0,1667755836.0,1667755908.0,4.0,0,72.0,300
948,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T18:30:32,2022-11-06T18:30:35,2022-11-06T18:31:48,1667755832.0,1667755835.0,1667755908.0,3.0,0,73.0,300
949,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T18:38:00,2022-11-06T18:38:05,2022-11-06T18:39:52,1667756280.0,1667756285.0,1667756392.0,5.0,0,107.0,300
950,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T18:38:01,2022-11-06T18:38:04,2022-11-06T18:39:47,1667756281.0,1667756284.0,1667756387.0,3.0,0,103.0,300
951,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T18:40:10,2022-11-06T18:40:14,2022-11-06T18:42:56,1667756410.0,1667756414.0,1667756576.0,4.0,0,162.0,300
952,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T18:40:10,2022-11-06T18:40:13,2022-11-06T18:42:52,1667756410.0,1667756413.0,1667756572.0,3.0,0,159.0,300
953,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T18:56:30,2022-11-06T18:56:34,2022-11-06T18:57:58,1667757390.0,1667757394.0,1667757478.0,4.0,,84.0,300
954,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T18:56:30,2022-11-06T18:56:33,2022-11-06T18:57:56,1667757390.0,1667757393.0,1667757476.0,3.0,0,83.0,300
955,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T18:59:28,2022-11-06T18:59:32,2022-11-06T19:01:37,1667757568.0,1667757572.0,1667757697.0,4.0,0,125.0,300
956,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T18:59:28,2022-11-06T18:59:31,2022-11-06T19:01:35,1667757568.0,1667757571.0,1667757695.0,3.0,0,124.0,300
957,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T19:11:42,2022-11-06T19:11:47,2022-11-06T19:14:59,1667758302.0,1667758307.0,1667758499.0,5.0,0,192.0,300
958,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T19:11:43,2022-11-06T19:11:46,2022-11-06T19:14:55,1667758303.0,1667758306.0,1667758495.0,3.0,0,189.0,300
959,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T19:21:08,2022-11-06T19:21:12,2022-11-06T19:23:45,1667758868.0,1667758872.0,1667759025.0,4.0,0,153.0,300
960,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T19:21:08,2022-11-06T19:21:11,2022-11-06T19:23:45,1667758868.0,1667758871.0,1667759025.0,3.0,0,154.0,300
961,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T19:29:24,2022-11-06T19:29:31,2022-11-06T19:33:09,1667759364.0,1667759371.0,1667759589.0,7.0,0,218.0,300
962,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T19:29:24,2022-11-06T19:29:29,2022-11-06T19:33:04,1667759364.0,1667759369.0,1667759584.0,5.0,0,215.0,300
963,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T19:33:36,2022-11-06T19:33:40,2022-11-06T19:37:07,1667759616.0,1667759620.0,1667759827.0,4.0,0,207.0,300
964,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T19:33:36,2022-11-06T19:33:39,2022-11-06T19:37:04,1667759616.0,1667759619.0,1667759824.0,3.0,0,205.0,300
965,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T19:45:05,2022-11-06T19:45:09,2022-11-06T19:47:29,1667760305.0,1667760309.0,1667760449.0,4.0,,140.0,300
966,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T19:45:05,2022-11-06T19:45:08,2022-11-06T19:47:27,1667760305.0,1667760308.0,1667760447.0,3.0,0,139.0,300
967,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T19:56:07,2022-11-06T19:56:11,2022-11-06T19:57:58,1667760967.0,1667760971.0,1667761078.0,4.0,,107.0,300
968,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T19:56:07,2022-11-06T19:56:10,2022-11-06T19:57:54,1667760967.0,1667760970.0,1667761074.0,3.0,0,104.0,300
969,Equipo3_2,Confidential,ide,fpga altera,2022-11-06T20:02:53,2022-11-06T20:02:53,2022-11-06T20:15:04,1667761373.0,1667761373.0,1667762104.0,0.0,,731.0,300
970,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T20:03:46,2022-11-06T20:03:51,2022-11-06T20:05:19,1667761426.0,1667761431.0,1667761519.0,5.0,0,88.0,300
971,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T20:03:46,2022-11-06T20:03:50,2022-11-06T20:05:16,1667761426.0,1667761430.0,1667761516.0,4.0,0,86.0,300
972,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T20:07:15,2022-11-06T20:07:21,2022-11-06T20:08:29,1667761635.0,1667761641.0,1667761709.0,6.0,0,68.0,300
973,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T20:07:16,2022-11-06T20:07:20,2022-11-06T20:08:24,1667761636.0,1667761640.0,1667761704.0,4.0,0,64.0,300
974,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T20:25:50,2022-11-06T20:25:54,2022-11-06T20:26:36,1667762750.0,1667762754.0,1667762796.0,4.0,0,42.0,300
975,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T20:25:50,2022-11-06T20:25:53,2022-11-06T20:26:36,1667762750.0,1667762753.0,1667762796.0,3.0,0,43.0,300
976,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T20:49:06,2022-11-06T20:49:10,2022-11-06T20:50:29,1667764146.0,1667764150.0,1667764229.0,4.0,0,79.0,300
977,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T20:49:07,2022-11-06T20:49:09,2022-11-06T20:50:25,1667764147.0,1667764149.0,1667764225.0,2.0,0,76.0,300
978,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T20:51:18,2022-11-06T20:51:22,2022-11-06T20:52:49,1667764278.0,1667764282.0,1667764369.0,4.0,,87.0,300
979,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T20:51:19,2022-11-06T20:51:22,2022-11-06T20:52:45,1667764279.0,1667764282.0,1667764365.0,3.0,0,83.0,300
980,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T21:02:50,2022-11-06T21:02:54,2022-11-06T21:03:56,1667764970.0,1667764974.0,1667765036.0,4.0,0,62.0,300
981,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T21:02:50,2022-11-06T21:02:52,2022-11-06T21:03:56,1667764970.0,1667764972.0,1667765036.0,2.0,0,64.0,300
982,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-06T21:16:24,2022-11-06T21:16:28,2022-11-06T21:17:34,1667765784.0,1667765788.0,1667765854.0,4.0,0,66.0,300
983,Equipo3_3,Confidential,realtime,fpga altera,2022-11-06T21:16:24,2022-11-06T21:16:26,2022-11-06T21:17:30,1667765784.0,1667765786.0,1667765850.0,2.0,0,64.0,300
984,Equipo4_2,Confidential,ide,fpga altera,2022-11-07T05:57:34,2022-11-07T05:57:35,2022-11-07T08:03:53,1667797054.0,1667797055.0,1667804633.0,1.0,,7578.0,300
985,Equipo3_1,Confidential,ide,fpga altera,2022-11-08T03:02:05,2022-11-08T03:02:06,2022-11-08T03:12:17,1667872925.0,1667872926.0,1667873537.0,1.0,,611.0,300
986,Equipo6_2,Confidential,ide,fpga altera,2022-11-08T16:50:06,2022-11-08T16:50:07,2022-11-08T17:06:19,1667922606.0,1667922607.0,1667923579.0,1.0,,972.0,300
987,Equipo6_2,Confidential,ide,fpga altera,2022-11-08T18:21:07,2022-11-08T18:21:07,2022-11-08T19:35:23,1667928067.0,1667928067.0,1667932523.0,0.0,,4456.0,300
988,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-08T18:43:04,2022-11-08T18:43:09,2022-11-08T18:44:01,1667929384.0,1667929389.0,1667929441.0,5.0,0,52.0,300
989,Equipo6_2,Confidential,realtime,fpga altera,2022-11-08T18:43:05,2022-11-08T18:43:08,2022-11-08T18:44:01,1667929385.0,1667929388.0,1667929441.0,3.0,0,53.0,300
990,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-08T18:46:06,2022-11-08T18:46:09,2022-11-08T18:47:34,1667929566.0,1667929569.0,1667929654.0,3.0,,85.0,300
991,Equipo6_2,Confidential,realtime,fpga altera,2022-11-08T18:46:07,2022-11-08T18:46:09,2022-11-08T18:47:33,1667929567.0,1667929569.0,1667929653.0,2.0,0,84.0,300
992,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-08T18:54:51,2022-11-08T18:54:56,2022-11-08T18:55:59,1667930091.0,1667930096.0,1667930159.0,5.0,0,63.0,300
993,Equipo6_2,Confidential,realtime,fpga altera,2022-11-08T18:54:53,2022-11-08T18:54:56,2022-11-08T18:55:59,1667930093.0,1667930096.0,1667930159.0,3.0,0,63.0,300
994,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-08T18:57:15,2022-11-08T18:57:19,2022-11-08T18:58:54,1667930235.0,1667930239.0,1667930334.0,4.0,0,95.0,300
995,Equipo6_2,Confidential,realtime,fpga altera,2022-11-08T18:57:16,2022-11-08T18:57:18,2022-11-08T18:58:52,1667930236.0,1667930238.0,1667930332.0,2.0,0,94.0,300
996,Equipo1_1,Confidential,ide,fpga altera,2022-11-09T12:49:59,2022-11-09T12:49:59,2022-11-09T13:12:12,1667994599.0,1667994599.0,1667995932.0,0.0,,1333.0,300
997,Equipo4_2,Confidential,ide,fpga altera,2022-11-09T19:42:07,2022-11-09T19:42:07,2022-11-09T19:58:19,1668019327.0,1668019327.0,1668020299.0,0.0,,972.0,300
998,Equipo3_2,Confidential,ide,fpga altera,2022-11-10T16:10:33,2022-11-10T16:10:33,2022-11-10T16:24:44,1668093033.0,1668093033.0,1668093884.0,0.0,,851.0,300
999,Equipo1_1,Confidential,ide,fpga altera,2022-11-10T16:12:41,2022-11-10T16:12:41,2022-11-10T17:54:58,1668093161.0,1668093161.0,1668099298.0,0.0,,6137.0,300
1000,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-10T16:18:10,2022-11-10T16:18:14,2022-11-10T16:19:07,1668093490.0,1668093494.0,1668093547.0,4.0,0,53.0,300
1001,Equipo3_2,Confidential,realtime,fpga altera,2022-11-10T16:18:11,2022-11-10T16:18:13,2022-11-10T16:19:06,1668093491.0,1668093493.0,1668093546.0,2.0,0,53.0,300
1002,Equipo3_2,Confidential,ide,fpga altera,2022-11-10T16:23:08,2022-11-10T16:23:09,2022-11-10T18:11:27,1668093788.0,1668093789.0,1668100287.0,1.0,,6498.0,300
1003,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-10T16:26:55,2022-11-10T16:26:58,2022-11-10T16:28:01,1668094015.0,1668094018.0,1668094081.0,3.0,,63.0,300
1004,Equipo3_2,Confidential,realtime,fpga altera,2022-11-10T16:26:56,2022-11-10T16:26:58,2022-11-10T16:28:00,1668094016.0,1668094018.0,1668094080.0,2.0,0,62.0,300
1005,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-10T16:27:57,2022-11-10T16:28:03,2022-11-10T16:29:08,1668094077.0,1668094083.0,1668094148.0,6.0,0,65.0,300
1006,Equipo3_2,Confidential,realtime,fpga altera,2022-11-10T16:27:58,2022-11-10T16:28:02,2022-11-10T16:29:04,1668094078.0,1668094082.0,1668094144.0,4.0,0,62.0,300
1007,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-10T16:39:31,2022-11-10T16:39:35,2022-11-10T16:40:21,1668094771.0,1668094775.0,1668094821.0,4.0,0,46.0,300
1008,Equipo3_2,Confidential,realtime,fpga altera,2022-11-10T16:39:31,2022-11-10T16:39:34,2022-11-10T16:40:18,1668094771.0,1668094774.0,1668094818.0,3.0,0,44.0,300
1009,Equipo3_2,Confidential,aggregator,fpga altera,2022-11-10T16:43:23,2022-11-10T16:43:27,2022-11-10T16:44:19,1668095003.0,1668095007.0,1668095059.0,4.0,0,52.0,300
1010,Equipo3_2,Confidential,realtime,fpga altera,2022-11-10T16:43:23,2022-11-10T16:43:25,2022-11-10T16:44:18,1668095003.0,1668095005.0,1668095058.0,2.0,0,53.0,300
1011,Equipo6_2,Confidential,ide,fpga altera,2022-11-10T16:54:12,2022-11-10T16:54:12,2022-11-10T18:10:29,1668095652.0,1668095652.0,1668100229.0,0.0,,4577.0,300
1012,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-10T16:55:34,2022-11-10T16:55:39,2022-11-10T16:58:11,1668095734.0,1668095739.0,1668095891.0,5.0,0,152.0,300
1013,Equipo6_2,Confidential,realtime,fpga altera,2022-11-10T16:55:35,2022-11-10T16:55:37,2022-11-10T16:58:06,1668095735.0,1668095737.0,1668095886.0,2.0,0,149.0,300
1014,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-10T16:58:14,2022-11-10T16:58:19,2022-11-10T16:58:41,1668095894.0,1668095899.0,1668095921.0,5.0,0,22.0,300
1015,Equipo6_2,Confidential,realtime,fpga altera,2022-11-10T16:58:15,2022-11-10T16:58:18,2022-11-10T16:58:41,1668095895.0,1668095898.0,1668095921.0,3.0,0,23.0,300
1016,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-10T16:59:01,2022-11-10T16:59:05,2022-11-10T17:00:50,1668095941.0,1668095945.0,1668096050.0,4.0,0,105.0,300
1017,Equipo6_2,Confidential,realtime,fpga altera,2022-11-10T16:59:01,2022-11-10T16:59:04,2022-11-10T17:00:47,1668095941.0,1668095944.0,1668096047.0,3.0,0,103.0,300
1018,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-10T17:16:33,2022-11-10T17:16:37,2022-11-10T17:18:22,1668096993.0,1668096997.0,1668097102.0,4.0,,105.0,300
1019,Equipo6_2,Confidential,realtime,fpga altera,2022-11-10T17:16:34,2022-11-10T17:16:37,2022-11-10T17:18:21,1668096994.0,1668096997.0,1668097101.0,3.0,0,104.0,300
1020,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-10T17:24:45,2022-11-10T17:24:50,2022-11-10T17:26:26,1668097485.0,1668097490.0,1668097586.0,5.0,0,96.0,300
1021,Equipo6_2,Confidential,realtime,fpga altera,2022-11-10T17:24:46,2022-11-10T17:24:48,2022-11-10T17:26:21,1668097486.0,1668097488.0,1668097581.0,2.0,0,93.0,300
1022,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-10T17:26:56,2022-11-10T17:27:00,2022-11-10T17:29:38,1668097616.0,1668097620.0,1668097778.0,4.0,0,158.0,300
1023,Equipo6_2,Confidential,realtime,fpga altera,2022-11-10T17:26:56,2022-11-10T17:26:59,2022-11-10T17:29:33,1668097616.0,1668097619.0,1668097773.0,3.0,0,154.0,300
1024,Equipo1_1,Confidential,ide,fpga altera,2022-11-10T17:44:40,2022-11-10T17:44:40,2022-11-10T18:02:52,1668098680.0,1668098680.0,1668099772.0,0.0,,1092.0,300
1025,Equipo1_1,Confidential,ide,fpga altera,2022-11-13T00:55:54,2022-11-13T00:55:55,2022-11-13T01:06:06,1668297354.0,1668297355.0,1668297966.0,1.0,,611.0,300
1026,Equipo1_1,Confidential,ide,fpga altera,2022-11-13T00:56:42,2022-11-13T00:56:42,2022-11-13T01:08:53,1668297402.0,1668297402.0,1668298133.0,0.0,,731.0,300
1027,Equipo2_3,Confidential,ide,fpga altera,2022-11-14T02:05:44,2022-11-14T02:05:44,2022-11-14T02:21:56,1668387944.0,1668387944.0,1668388916.0,0.0,,972.0,300
1028,Equipo4_2,Confidential,ide,fpga altera,2022-11-14T04:54:34,2022-11-14T04:54:35,2022-11-14T06:06:53,1668398074.0,1668398075.0,1668402413.0,1.0,,4338.0,300
1029,Equipo4_2,Confidential,aggregator,fpga altera,2022-11-14T05:07:40,2022-11-14T05:07:43,2022-11-14T05:10:49,1668398860.0,1668398863.0,1668399049.0,3.0,,186.0,300
1030,Equipo4_2,Confidential,realtime,fpga altera,2022-11-14T05:07:41,2022-11-14T05:07:43,2022-11-14T05:10:47,1668398861.0,1668398863.0,1668399047.0,2.0,0,184.0,300
1031,Equipo6_2,Confidential,ide,fpga altera,2022-11-14T05:29:32,2022-11-14T05:29:33,2022-11-14T06:41:50,1668400172.0,1668400173.0,1668404510.0,1.0,,4337.0,300
1032,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T05:31:31,2022-11-14T05:31:37,2022-11-14T05:32:39,1668400291.0,1668400297.0,1668400359.0,6.0,0,62.0,300
1033,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T05:31:33,2022-11-14T05:31:35,2022-11-14T05:32:38,1668400293.0,1668400295.0,1668400358.0,2.0,0,63.0,300
1034,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T05:37:47,2022-11-14T05:37:51,2022-11-14T05:39:17,1668400667.0,1668400671.0,1668400757.0,4.0,,86.0,300
1035,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T05:37:47,2022-11-14T05:37:50,2022-11-14T05:39:14,1668400667.0,1668400670.0,1668400754.0,3.0,0,84.0,300
1036,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T05:40:01,2022-11-14T05:40:05,2022-11-14T05:41:02,1668400801.0,1668400805.0,1668400862.0,4.0,0,57.0,300
1037,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T05:40:02,2022-11-14T05:40:05,2022-11-14T05:40:58,1668400802.0,1668400805.0,1668400858.0,3.0,0,53.0,300
1038,Equipo4_2,Confidential,ide,fpga altera,2022-11-14T06:03:34,2022-11-14T06:03:34,2022-11-14T06:19:46,1668402214.0,1668402214.0,1668403186.0,0.0,,972.0,300
1039,Equipo4_2,Confidential,aggregator,fpga altera,2022-11-14T06:05:27,2022-11-14T06:05:32,2022-11-14T06:08:09,1668402327.0,1668402332.0,1668402489.0,5.0,0,157.0,300
1040,Equipo4_2,Confidential,realtime,fpga altera,2022-11-14T06:05:28,2022-11-14T06:05:30,2022-11-14T06:08:05,1668402328.0,1668402330.0,1668402485.0,2.0,0,155.0,300
1041,Equipo6_2,Confidential,ide,fpga altera,2022-11-14T09:19:23,2022-11-14T09:19:23,2022-11-14T09:45:35,1668413963.0,1668413963.0,1668415535.0,0.0,,1572.0,300
1042,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T09:20:59,2022-11-14T09:21:03,2022-11-14T09:22:26,1668414059.0,1668414063.0,1668414146.0,4.0,0,83.0,300
1043,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T09:20:59,2022-11-14T09:21:02,2022-11-14T09:22:25,1668414059.0,1668414062.0,1668414145.0,3.0,0,83.0,300
1044,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T09:24:33,2022-11-14T09:24:37,2022-11-14T09:25:18,1668414273.0,1668414277.0,1668414318.0,4.0,0,41.0,300
1045,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T09:24:33,2022-11-14T09:24:35,2022-11-14T09:25:18,1668414273.0,1668414275.0,1668414318.0,2.0,0,43.0,300
1046,Equipo6_2,Confidential,ide,fpga altera,2022-11-14T16:38:38,2022-11-14T16:38:38,2022-11-14T16:50:49,1668440318.0,1668440318.0,1668441049.0,0.0,,731.0,300
1047,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T16:40:03,2022-11-14T16:40:07,2022-11-14T16:40:54,1668440403.0,1668440407.0,1668440454.0,4.0,0,47.0,300
1048,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T16:40:03,2022-11-14T16:40:06,2022-11-14T16:40:49,1668440403.0,1668440406.0,1668440449.0,3.0,0,43.0,300
1049,Equipo6_2,Confidential,ide,fpga altera,2022-11-14T17:39:29,2022-11-14T17:39:30,2022-11-14T18:07:41,1668443969.0,1668443970.0,1668445661.0,1.0,,1691.0,300
1050,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T17:39:49,2022-11-14T17:39:54,2022-11-14T17:41:00,1668443989.0,1668443994.0,1668444060.0,5.0,0,66.0,300
1051,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T17:39:51,2022-11-14T17:39:53,2022-11-14T17:40:57,1668443991.0,1668443993.0,1668444057.0,2.0,0,64.0,300
1052,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T17:42:37,2022-11-14T17:42:41,2022-11-14T17:44:04,1668444157.0,1668444161.0,1668444244.0,4.0,0,83.0,300
1053,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T17:42:37,2022-11-14T17:42:40,2022-11-14T17:44:03,1668444157.0,1668444160.0,1668444243.0,3.0,0,83.0,300
1054,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T17:44:48,2022-11-14T17:44:51,2022-11-14T17:45:57,1668444288.0,1668444291.0,1668444357.0,3.0,,66.0,300
1055,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T17:44:48,2022-11-14T17:44:51,2022-11-14T17:45:54,1668444288.0,1668444291.0,1668444354.0,3.0,0,63.0,300
1056,Equipo6_2,Confidential,ide,fpga altera,2022-11-14T18:59:12,2022-11-14T18:59:12,2022-11-14T19:25:23,1668448752.0,1668448752.0,1668450323.0,0.0,,1571.0,300
1057,Equipo6_2,Confidential,ide,fpga altera,2022-11-14T22:16:02,2022-11-14T22:16:02,2022-11-15T02:02:32,1668460562.0,1668460562.0,1668474152.0,0.0,,13590.0,300
1058,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T22:16:59,2022-11-14T22:17:04,2022-11-14T22:18:00,1668460619.0,1668460624.0,1668460680.0,5.0,0,56.0,300
1059,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T22:17:01,2022-11-14T22:17:04,2022-11-14T22:17:57,1668460621.0,1668460624.0,1668460677.0,3.0,0,53.0,300
1060,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T22:18:20,2022-11-14T22:18:25,2022-11-14T22:19:44,1668460700.0,1668460705.0,1668460784.0,5.0,0,79.0,300
1061,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T22:18:21,2022-11-14T22:18:24,2022-11-14T22:19:40,1668460701.0,1668460704.0,1668460780.0,3.0,0,76.0,300
1062,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T22:20:38,2022-11-14T22:20:42,2022-11-14T22:23:09,1668460838.0,1668460842.0,1668460989.0,4.0,,147.0,300
1063,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T22:20:39,2022-11-14T22:20:42,2022-11-14T22:23:06,1668460839.0,1668460842.0,1668460986.0,3.0,0,144.0,300
1064,Equipo3_1,Confidential,ide,fpga altera,2022-11-14T22:35:20,2022-11-14T22:35:21,2022-11-15T03:35:58,1668461720.0,1668461721.0,1668479758.0,1.0,,18037.0,300
1065,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T22:45:10,2022-11-14T22:45:13,2022-11-14T22:46:07,1668462310.0,1668462313.0,1668462367.0,3.0,0,54.0,300
1066,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T22:45:10,2022-11-14T22:45:13,2022-11-14T22:46:07,1668462310.0,1668462313.0,1668462367.0,3.0,0,54.0,300
1067,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-14T22:47:43,2022-11-14T22:47:47,2022-11-14T22:48:44,1668462463.0,1668462467.0,1668462524.0,4.0,,57.0,300
1068,Equipo6_2,Confidential,realtime,fpga altera,2022-11-14T22:47:43,2022-11-14T22:47:46,2022-11-14T22:48:39,1668462463.0,1668462466.0,1668462519.0,3.0,0,53.0,300
1069,Equipo3_3,Confidential,ide,fpga altera,2022-11-14T23:03:06,2022-11-14T23:03:06,2022-11-15T02:31:35,1668463386.0,1668463386.0,1668475895.0,0.0,,12509.0,300
1070,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-14T23:16:59,2022-11-14T23:17:03,2022-11-14T23:17:45,1668464219.0,1668464223.0,1668464265.0,4.0,0,42.0,300
1071,Equipo3_3,Confidential,realtime,fpga altera,2022-11-14T23:17:00,2022-11-14T23:17:02,2022-11-14T23:17:44,1668464220.0,1668464222.0,1668464264.0,2.0,0,42.0,300
1072,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-14T23:19:58,2022-11-14T23:20:02,2022-11-14T23:21:05,1668464398.0,1668464402.0,1668464465.0,4.0,0,63.0,300
1073,Equipo3_3,Confidential,realtime,fpga altera,2022-11-14T23:19:59,2022-11-14T23:20:01,2022-11-14T23:21:03,1668464399.0,1668464401.0,1668464463.0,2.0,0,62.0,300
1074,Equipo3_3,Confidential,aggregator,fpga altera,2022-11-14T23:27:45,2022-11-14T23:27:58,2022-11-14T23:30:25,1668464865.0,1668464878.0,1668465025.0,13.0,0,147.0,300
1076,Equipo3_3,Confidential,realtime,fpga altera,2022-11-14T23:27:55,2022-11-14T23:27:58,2022-11-14T23:30:22,1668464875.0,1668464878.0,1668465022.0,3.0,0,144.0,300
1077,Equipo6_2,Confidential,aggregator,fpga altera,2022-11-15T00:01:59,2022-11-15T00:02:03,2022-11-15T00:02:59,1668466919.0,1668466923.0,1668466979.0,4.0,0,56.0,300
